"","mean.diff","mean.1","mean.2","t","df","p.val","p.val.adj","description","cell.up","ligand.up","receptor.in.path","ligand.in.path"
"Regulation.of.cell.activation",-0.141228403571726,-0.252001945407897,-0.110773541836172,-37.3157871231113,449.935751537964,7.99031126327052e-140,7.49567294697282e-139,"Regulation of cell activation","6;6;8;10;11;15;6","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Dkk3","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Lgals1",NA
"Negative.regulation.of.cell.activation",-0.0907375878064704,-0.210337513160572,-0.119599925354102,-17.1034140590943,415.012708339253,5.08132143147715e-50,8.04678715434887e-50,"Negative regulation of cell activation","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Positive.regulation.of.cell.activation",-0.165011229462705,-0.277392585156775,-0.112381355694069,-38.8786423441872,532.003245243541,1.36027482566962e-157,3.43556590585788e-156,"Positive regulation of cell activation","6","Dkk3","Lgals1",NA
"Positive.regulation.of.T.cell.activation",-0.184168722068742,-0.310174268805082,-0.12600554673634,-36.1739421567869,551.46496831024,1.04812438812785e-147,1.30683863583029e-146,"Positive regulation of T cell activation","6","Dkk3","Lgals1",NA
"Nervous.system.process",-0.003110878114806,-0.0222453244574557,-0.0191344463426497,-0.827138281448248,430.683848057942,0.408616726286709,0.413656192592403,"Nervous system process","1;10;15;2;3;4;6;6;11;6;6;8;10;11;15","Adgrl2;Adgrl2;Adgrl2;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Rcan1;Rcan1;Rcan1;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Itga8;Kcnk2"
"Cognition",0.0339212343191338,0.04885665594379,0.0149354216246562,5.87478814294068,416.328483729039,8.67541933591543e-09,9.84480189617131e-09,"Cognition","1;10;15;2;3;4;6;6;11;6;6;8;10;11;15","Adgrl2;Adgrl2;Adgrl2;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Rcan1;Rcan1;Rcan1;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Itga8;Kcnk2"
"Response.to.stimulus",0.040703411075878,-0.078605217090568,-0.119308628166446,18.1455979947986,449.886662470387,1.28214055767465e-55,2.16994578919162e-55,"Response to stimulus","6;10;15;1;10;15;6;9;10;14;15;2;3;4;6;6;11;10;15;6;6;8;10;11;15;10;15;6","Hspa1b;Hspa1b;Hspa1b;Adgrl2;Adgrl2;Adgrl2;Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8;Ramp2;Ramp2;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a;Dkk3","Gata6;Gata6;Gata6;Rcan1;Rcan1;Rcan1;C2;C2;C2;C2;C2;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8;Pmepa1;Pmepa1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3;Lgals1","Dkk3;Itga8;Rhob;Ccl8;Hspa1b;Dact1;Kcnk2;Prdx4;Gbp6;Npy"
"Regulation.of.lipid.catabolic.process",-0.195223272690552,-0.379832754837435,-0.184609482146883,-17.4336910473515,460.784081528719,1.2072980114163e-52,1.96560089461993e-52,"Regulation of lipid catabolic process","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Regulation.of.nitric.oxide.synthase.activity",-0.123305392182495,-0.371951274419929,-0.248645882237434,-11.1194047956494,447.238235055428,1.58615202728796e-25,2.03432258708157e-25,"Regulation of nitric-oxide synthase activity","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Regulation.of.secretion",-0.108047567482317,-0.0786600981550899,0.029387469327227,-22.20085084384,403.847301132759,5.9263918816791e-72,1.30011046847526e-71,"Regulation of secretion","6;6;6;8;10;11;15","Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Positive.regulation.of.secretion",-0.115107523756378,-0.0812144086936281,0.0338931150627496,-19.0573552165313,408.700677506519,2.12763256645869e-58,3.69615181298379e-58,"Positive regulation of secretion","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Negative.regulation.of.secretion",-0.140403470207318,-0.171343330750668,-0.0309398605433507,-18.5118968970713,422.052505746528,1.93131072130953e-56,3.30267545223939e-56,"Negative regulation of secretion","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Regulation.of.transport",0.00614967500924474,-0.0701230948255594,-0.0762727698348042,1.85224310089868,423.730191111936,0.064686199787164,0.0670693755687964,"Regulation of transport","6;9;10;14;15;6;6;6;8;10;11;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","C2;C2;C2;C2;C2;Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Positive.regulation.of.transport",0.0138212434422374,-0.0792556708850722,-0.0930769143273096,3.55936935290097,455.548216821992,0.000410789818227525,0.000441733592744664,"Positive regulation of transport","6;9;10;14;15;6;6;8;10;11;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","C2;C2;C2;C2;C2;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Negative.regulation.of.transport",0.0246520403489256,-0.0564335589580628,-0.0810855993069884,4.18968930862071,406.930421972623,3.42797553931732e-05,3.72688289870591e-05,"Negative regulation of transport","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Positive.regulation.of.developmental.process",0.0810597597403215,-0.0187904735767676,-0.0998502333170892,22.5077762575207,447.47104874346,1.39686434593184e-75,3.2527455809524e-75,"Positive regulation of developmental process","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Rhob;Ccl8;Dact1"
"Regulation.of.binding",0.0648918723071327,-0.0641200647553826,-0.129011937062515,9.99147022523457,406.81439864593,3.62615023514972e-21,4.49277733537418e-21,"Regulation of binding","6","Dact1","Pcbd1","Dact1"
"Regulation.of.cellular.component.organization",0.163601192705776,0.0484808815891595,-0.115120311116617,38.7535184715221,432.460533267358,9.20601698140564e-143,9.25298645580056e-142,"Regulation of cellular component organization","10;15;6;6;8;10;11;15;6","Ramp2;Ramp2;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Dkk3","Pmepa1;Pmepa1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Lgals1","Rhob;Ccl8;Hspa1b;Dact1"
"Negative.regulation.of.cellular.component.organization",0.135836613319695,0.0247852143569657,-0.11105139896273,23.8509960688419,429.573008928883,1.07947656277852e-80,2.71939747912236e-80,"Negative regulation of cellular component organization","10;15;6","Ramp2;Ramp2;Dkk3","Pmepa1;Pmepa1;Lgals1","Dact1"
"Positive.regulation.of.cellular.component.organization",0.100941973204723,0.0179774081831515,-0.0829645650215716,24.7584815008008,424.271740408845,2.1954332216104e-84,5.99030948278737e-84,"Positive regulation of cellular component organization","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Ccl8;Hspa1b"
"Smooth.muscle.cell.differentiation",0.194311601792743,0.116363602039206,-0.0779479997535371,18.2464061742604,393.88640670583,2.36916243490294e-54,3.94860405817157e-54,"Smooth muscle cell differentiation","6;10;15;2;3;4;6;6;11","Hspa1b;Hspa1b;Hspa1b;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Gata6;Gata6;Gata6;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8"
"Striated.muscle.cell.differentiation",0.115746332537129,0.094159545379926,-0.0215867871572026,22.0950078674514,396.148373654827,4.47158403788964e-71,9.72298074463863e-71,"Striated muscle cell differentiation","6;10;15;1;10;15","Hspa1b;Hspa1b;Hspa1b;Adgrl2;Adgrl2;Adgrl2","Gata6;Gata6;Gata6;Rcan1;Rcan1;Rcan1","Ccl8"
"Regulation.of.nitrogen.compound.metabolic.process",0.0991666982252906,-0.0132372190309138,-0.112403917256204,31.5684838432983,389.623039617343,2.00253511370562e-109,8.42947473076938e-109,"Regulation of nitrogen compound metabolic process","6;10;15;6;1;10;15;2;3;4;6;6;11;10;15","Hspa1b;Hspa1b;Hspa1b;Dact1;Adgrl2;Adgrl2;Adgrl2;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8;Ramp2;Ramp2","Gata6;Gata6;Gata6;Pcbd1;Rcan1;Rcan1;Rcan1;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8;Pmepa1;Pmepa1","Dkk3;Itga8;Hspa1b;Dact1;Kcnk2"
"Negative.regulation.of.nitrogen.compound.metabolic.process",0.123558105488336,0.0108500955275168,-0.112708009960819,31.0668996250121,377.734815285984,4.4284858508926e-106,1.73787193750168e-105,"Negative regulation of nitrogen compound metabolic process","6;10;15;10;15","Hspa1b;Hspa1b;Hspa1b;Ramp2;Ramp2","Gata6;Gata6;Gata6;Pmepa1;Pmepa1","Dkk3;Hspa1b;Dact1;Kcnk2"
"Positive.regulation.of.nitrogen.compound.metabolic.process",0.0961853701798471,-0.0153553822120716,-0.111540752391919,26.5652643960007,399.37892625817,2.70606603642053e-90,8.02853929480188e-90,"Positive regulation of nitrogen compound metabolic process","6;10;15;6;2;3;4;6;6;11","Hspa1b;Hspa1b;Hspa1b;Dact1;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Gata6;Gata6;Gata6;Pcbd1;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8;Hspa1b;Dact1"
"Regulation.of.phosphorus.metabolic.process",0.0904875085673545,-0.0310597592105072,-0.121547267777862,21.5949918104661,384.368710851773,2.68301886899339e-68,5.51727262204277e-68,"Regulation of phosphorus metabolic process","1;10;15;10;15","Adgrl2;Adgrl2;Adgrl2;Ramp2;Ramp2","Rcan1;Rcan1;Rcan1;Pmepa1;Pmepa1",NA
"Localization",0.070814448587492,-0.0126570264707749,-0.083471475058267,27.6617366472981,475.408450480469,4.46652436776527e-101,1.58827671561328e-100,"Localization","6;9;10;14;15;2;3;4;6;6;11;6;6;6;8;10;11;15;10;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8;Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","C2;C2;C2;C2;C2;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8;Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Itga8;Rhob;Ccl8;Hspa1b;Stbd1;Kcnk2"
"Regulation.of.protein.transport",0.0408309554389626,-0.0244675687900744,-0.065298524229037,8.15010005752885,420.139231699774,4.21675115181732e-15,4.99819480690741e-15,"Regulation of protein transport","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Establishment.of.localization",-0.03428911231256,-0.0733030365162194,-0.0390139242036594,-15.3609821959769,450.694855332833,3.97028050099036e-43,5.9888610926118e-43,"Establishment of localization","6;9;10;14;15;2;3;4;6;6;11;6;6;6;8;10;11;15;10;15","Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8;Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","C2;C2;C2;C2;C2;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8;Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3","Itga8;Rhob;Hspa1b;Stbd1;Kcnk2"
"Regulation.of.multicellular.organismal.process",0.063541460948997,-0.0424579195018481,-0.105999380450845,22.3429413253363,450.213479788994,5.88983465047166e-75,1.34918305365455e-74,"Regulation of multicellular organismal process","6;10;15;6;6;8;10;11;15","Hspa1b;Hspa1b;Hspa1b;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Gata6;Gata6;Gata6;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Rhob;Kcnk2;Prdx4"
"Positive.regulation.of.multicellular.organismal.process",-0.00536945075286643,-0.11191583684471,-0.106546386091844,-1.80106751233365,444.860628200044,0.0723693244861331,0.074799354269508,"Positive regulation of multicellular organismal process","6;10;15;6;6;8;10;11;15","Hspa1b;Hspa1b;Hspa1b;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Gata6;Gata6;Gata6;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Rhob"
"Negative.regulation.of.multicellular.organismal.process",0.11264504331773,0.00863282331675436,-0.104012220000976,29.5870348131978,411.699059294508,5.97014347530423e-104,2.23596628257592e-103,"Negative regulation of multicellular organismal process","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Kcnk2;Prdx4"
"Regulation.of.protein.metabolic.process",0.131014074888698,0.0299052640675153,-0.101108810821183,39.5120115173007,397.931414549805,8.23677316580697e-140,7.65398261162252e-139,"Regulation of protein metabolic process","1;10;15;10;15","Adgrl2;Adgrl2;Adgrl2;Ramp2;Ramp2","Rcan1;Rcan1;Rcan1;Pmepa1;Pmepa1","Hspa1b;Dact1"
"Negative.regulation.of.protein.metabolic.process",0.134941719939007,0.0332639900697449,-0.101677729869262,33.1959360529906,393.69433354733,3.65291647942679e-116,1.76378565305656e-115,"Negative regulation of protein metabolic process","10;15","Ramp2;Ramp2","Pmepa1;Pmepa1","Hspa1b"
"Regulation.of.lymphocyte.activation",-0.190147855095969,-0.281501709090688,-0.0913538539947181,-43.3248262365288,502.167527141757,9.42811329727538e-172,5.24146749106433e-170,"Regulation of lymphocyte activation","6","Dkk3","Lgals1",NA
"Positive.regulation.of.lymphocyte.activation",-0.185290739963661,-0.298251986575748,-0.112961246612087,-39.8357592959799,569.126378976023,9.70229054214942e-167,4.1551113843553e-165,"Positive regulation of lymphocyte activation","6","Dkk3","Lgals1",NA
"Regulation.of.RNA.metabolic.process",0.0867841217940372,-0.013914341764545,-0.100698463558582,20.7716509053715,393.037948271795,3.25791967773036e-65,6.34199779162925e-65,"Regulation of RNA metabolic process","6;10;15;6;2;3;4;6;6;11","Hspa1b;Hspa1b;Hspa1b;Dact1;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Gata6;Gata6;Gata6;Pcbd1;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Dkk3;Itga8;Dact1"
"Negative.regulation.of.RNA.metabolic.process",0.11314054863955,-0.0150058351354523,-0.128146383775002,19.7954768309259,388.464948493399,8.27470392108275e-61,1.49826900041664e-60,"Negative regulation of RNA metabolic process","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Dkk3;Dact1"
"Positive.regulation.of.RNA.metabolic.process",0.0948468790133434,0.0149923850877905,-0.079854493925553,19.7564353560338,380.216743716905,2.75758809007453e-60,4.92069613899169e-60,"Positive regulation of RNA metabolic process","6;10;15;6;2;3;4;6;6;11","Hspa1b;Hspa1b;Hspa1b;Dact1;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8","Gata6;Gata6;Gata6;Pcbd1;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8","Itga8"
"Regulation.of.hydrolase.activity",0.0343824275656574,-0.0683585796990659,-0.102741007264723,10.5214950333841,428.432593137892,3.49772155259391e-23,4.41133896197823e-23,"Regulation of hydrolase activity","1;10;15","Adgrl2;Adgrl2;Adgrl2","Rcan1;Rcan1;Rcan1","Ccl8;Hspa1b"
"Regulation.of.oxidoreductase.activity",-0.211773522967911,-0.282106804812955,-0.0703332818450437,-24.4247710362347,434.498148341725,1.47022150550714e-83,3.9245750214757e-83,"Regulation of oxidoreductase activity","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Regulation.of.cytosolic.calcium.ion.concentration",-0.122104776056344,-0.0625947015638701,0.059510074492474,-28.517629472637,413.083699641295,1.19215743224113e-99,4.06323553895333e-99,"Regulation of cytosolic calcium ion concentration","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3",NA
"Regulation.of.neurotransmitter.transport",-0.0473188386707586,0.193217073246207,0.240535911916965,-4.99253303879604,399.650321193496,8.91665151516718e-07,9.90180579756445e-07,"Regulation of neurotransmitter transport","6;6;6;8;10;11;15","Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Cellular.localization",0.0420613269809853,-0.0375981658832491,-0.0796594928642344,12.4929118995469,408.574638867166,1.47551726639083e-30,1.99915338018564e-30,"Cellular localization","6;6;6;8;10;11;15","Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Rhob;Stbd1"
"Establishment.of.localization.in.cell",-0.0107103251244079,-0.0722902882877808,-0.0615799631633729,-2.99720452593905,428.038779687995,0.00288326201112635,0.00304722433579341,"Establishment of localization in cell","6;6;6;8;10;11;15","Sult5a1;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Nrn1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Rhob;Stbd1"
"Biological.process.involved.in.interaction.with.host",0.0400529504878076,-0.109850403922335,-0.149903354410143,5.69425852894218,435.293668105821,2.2824647066952e-08,2.58416981160318e-08,"Biological process involved in interaction with host","6","Dkk3","Lgals1",NA
"Multi.organism.process",0.176835402775231,0.0949047380469356,-0.0819306647282952,34.5761263943464,434.232392597913,8.68961250883071e-127,5.31631572745233e-126,"Multi-organism process","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Hspa1b;Prdx4"
"Response.to.other.organism",-0.128585485191195,-0.247574963228706,-0.118989478037512,-25.6794280104644,397.839633358614,1.84668419017537e-86,5.18229039123288e-86,"Response to other organism","6;10;15;6;9;10;14;15;6;6;8;10;11;15","Hspa1b;Hspa1b;Hspa1b;Gbp6;Gbp6;Gbp6;Gbp6;Gbp6;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Gata6;Gata6;Gata6;C2;C2;C2;C2;C2;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1","Ccl8;Gbp6;Npy"
"Cellular.response.to.stimulus",0.0606268613005529,-0.0524628783380374,-0.11308973963859,25.9879334238392,446.753237208715,2.19512923598059e-91,6.65293014597193e-91,"Cellular response to stimulus","6;10;15;1;10;15;2;3;4;6;6;11;10;15;6;6;8;10;11;15;10;15;6","Hspa1b;Hspa1b;Hspa1b;Adgrl2;Adgrl2;Adgrl2;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8;Ramp2;Ramp2;Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a;Dkk3","Gata6;Gata6;Gata6;Rcan1;Rcan1;Rcan1;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8;Pmepa1;Pmepa1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3;Lgals1","Dkk3;Itga8;Rhob;Ccl8;Hspa1b;Dact1;Kcnk2;Prdx4;Gbp6;Npy"
"Regulation.of.amine.transport",-0.244858585505896,-0.275893188080306,-0.0310346025744097,-21.1942601516917,471.962344607091,1.52891782993092e-70,3.25266536173209e-70,"Regulation of amine transport","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Movement.in.host.environment",0.13189388180141,-0.00117027203810168,-0.133064153839511,16.1537966770859,434.28193776753,2.63103820495643e-46,4.03671749514343e-46,"Movement in host environment","6","Dkk3","Lgals1",NA
"Modulation.by.symbiont.of.entry.into.host",0.0680851647652156,-0.0764436598175934,-0.144528824582809,5.44614862369714,456.057006674856,8.43041878639428e-08,9.45781606446283e-08,"Modulation by symbiont of entry into host","6","Dkk3","Lgals1",NA
"Muscle.cell.development",0.16803476825953,0.0505584919559547,-0.117476276303575,20.4366700628712,378.199268820331,4.47703726151898e-63,8.43189618087226e-63,"Muscle cell development","1;10;15","Adgrl2;Adgrl2;Adgrl2","Rcan1;Rcan1;Rcan1",NA
"Cardiac.muscle.cell.differentiation",0.1418053592359,0.225968210369584,0.0841628511336839,19.8599707192839,378.557856347923,1.18772723816993e-60,2.14269474285236e-60,"Cardiac muscle cell differentiation","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6",NA
"Cardiac.muscle.tissue.growth",0.145118911237517,0.106782877713985,-0.0383360335235323,14.6957888248045,377.885911155285,5.46777958965187e-39,7.92023955265748e-39,"Cardiac muscle tissue growth","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Kcnk2"
"Regulation.of.cardiac.muscle.tissue.growth",0.196985909335238,0.162660017773193,-0.0343258915620449,17.6371850922341,373.633959867651,4.38444987465378e-51,7.04516007591186e-51,"Regulation of cardiac muscle tissue growth","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Kcnk2"
"Positive.regulation.of.cardiac.muscle.tissue.growth",0.13164262447235,0.0839625085118281,-0.0476801159605222,10.5973222273339,377.567449848568,3.8042288873512e-23,4.7734591771222e-23,"Positive regulation of cardiac muscle tissue growth","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6",NA
"Metal.ion.homeostasis",-0.0648469164404493,-0.119121714080536,-0.054274797640087,-17.3515855882146,401.427845709809,1.00111495778392e-50,1.60341176165392e-50,"Metal ion homeostasis","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3",NA
"Calcium.ion.homeostasis",-0.112381258800859,-0.11020235402515,0.00217890477570823,-28.6267126074897,412.830804151926,4.41172868471106e-100,1.52475535243523e-99,"Calcium ion homeostasis","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3",NA
"Cation.homeostasis",-0.074326629272537,-0.125704398079259,-0.051377768806722,-20.3228549276887,414.746022855413,3.19878594085945e-64,6.11806631407099e-64,"Cation homeostasis","6;6;8;10;11;15;10;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3",NA
"Cellular.chemical.homeostasis",-0.0345864593515207,-0.0991694852808309,-0.0645830259293101,-9.06909512424849,439.435243724932,4.02336616395607e-18,4.86856962100335e-18,"Cellular chemical homeostasis","6;6;8;10;11;15;10;15;6","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4;Sema6a;Sema6a;Dkk3","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Kcnk3;Kcnk3;Lgals1",NA
"Transmembrane.transport",-0.0428251269235282,-0.015535184628187,0.0272899422953412,-13.1005914895523,400.02459385909,7.05981850473966e-33,9.7530451993949e-33,"Transmembrane transport","10;15","Sema6a;Sema6a","Kcnk3;Kcnk3","Kcnk2"
"Digestive.system.development",0.15522782419354,0.153642666100116,-0.00158515809342411,23.6561520229471,397.797476865581,7.08688555360804e-78,1.6861309831652e-77,"Digestive system development","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Dact1"
"Cardiac.muscle.cell.proliferation",0.178430296301898,0.257145473134411,0.0787151768325133,15.1851425515448,394.974831868161,2.39679576366279e-41,3.54481055136314e-41,"Cardiac muscle cell proliferation","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Kcnk2"
"Regulation.of.cardiac.muscle.cell.proliferation",0.17426953992195,0.247784951600996,0.0735154116790459,14.2380204644797,394.283142220427,2.07651306371285e-37,2.96429763443066e-37,"Regulation of cardiac muscle cell proliferation","6;10;15","Hspa1b;Hspa1b;Hspa1b","Gata6;Gata6;Gata6","Kcnk2"
"Maternal.process.involved.in.female.pregnancy",0.233944884061944,0.175126705352413,-0.0588181787095314,26.5856806268353,410.210734795491,2.9034388463759e-91,8.7726603180376e-91,"Maternal process involved in female pregnancy","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Anatomical.structure.homeostasis",0.000151591795773814,-0.132010300753331,-0.132161892549105,0.0291062555815333,406.641694033867,0.976794125894457,0.977786802851667,"Anatomical structure homeostasis","6;6;8;10;11;15","Stbd1;Prdx4;Prdx4;Prdx4;Prdx4;Prdx4","Cnr1;Cnr1;Cnr1;Cnr1;Cnr1;Cnr1",NA
"Regulation.of.macromolecule.metabolic.process",0.0630711017700471,-0.0465183774695394,-0.109589479239586,22.8630627274154,411.671892422305,2.79708603950755e-75,6.452294493946e-75,"Regulation of macromolecule metabolic process","6;10;15;6;1;10;15;2;3;4;6;6;11;10;15","Hspa1b;Hspa1b;Hspa1b;Dact1;Adgrl2;Adgrl2;Adgrl2;Ceacam10;Ceacam10;Ceacam10;Kcnk2;Ccl8;Ccl8;Ramp2;Ramp2","Gata6;Gata6;Gata6;Pcbd1;Rcan1;Rcan1;Rcan1;Itga8;Itga8;Itga8;Itga8;Itga8;Itga8;Pmepa1;Pmepa1","Dkk3;Itga8;Hspa1b;Dact1;Kcnk2"
